sample_index,true_label,number_of_agents_correct,number_of_agents_wrong,trust_selected_agent,trust_prediction,trust_correct,General Traffic Agent_prediction,General Traffic Agent_correct,Attack Recall Agent_prediction,Attack Recall Agent_correct,Normal Behavior Agent_prediction,Normal Behavior Agent_correct,Hard-Case Agent_prediction,Hard-Case Agent_correct
40939,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
40940,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
40941,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
40942,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40943,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
40944,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
40945,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
40946,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
40947,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40948,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40949,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
40950,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
40951,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40952,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
40953,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40954,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
40955,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
40956,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40957,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40958,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
40959,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
40960,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40961,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40962,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40963,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40964,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40965,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
40966,0,3,1,Normal Behavior Agent,0,True,0,True,1,False,0,True,0,True
40967,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40968,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40969,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
40970,1,3,1,Normal Behavior Agent,0,False,1,True,1,True,0,False,1,True
40971,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
40972,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40973,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40974,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
40975,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40976,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
40977,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40978,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40979,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
40980,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
40981,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
40982,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
40983,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40984,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
40985,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40986,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
40987,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40988,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40989,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40990,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
40991,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
40992,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
40993,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40994,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40995,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40996,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40997,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
40998,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
40999,0,4,0,General Traffic Agent,0,True,0,True,0,True,0,True,0,True
41000,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41001,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
41002,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41003,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41004,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41005,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41006,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
41007,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41008,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41009,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41010,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41011,1,2,2,Hard-Case Agent,1,True,0,False,0,False,1,True,1,True
41012,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
41013,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
41014,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41015,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41016,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41017,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41018,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41019,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41020,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41021,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41022,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41023,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41024,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41025,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41026,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
41027,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41028,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41029,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41030,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41031,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41032,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41033,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41034,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41035,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41036,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41037,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41038,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41039,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41040,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41041,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41042,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41043,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41044,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41045,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41046,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41047,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41048,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41049,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41050,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41051,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41052,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41053,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41054,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41055,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41056,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41057,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41058,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41059,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41060,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41061,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41062,1,2,2,Hard-Case Agent,1,True,0,False,0,False,1,True,1,True
41063,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41064,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
41065,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41066,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41067,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41068,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41069,0,3,1,Normal Behavior Agent,0,True,0,True,1,False,0,True,0,True
41070,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41071,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41072,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41073,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41074,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
41075,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41076,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41077,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41078,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41079,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41080,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41081,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41082,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41083,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41084,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41085,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41086,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41087,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41088,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41089,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41090,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41091,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41092,0,3,1,Hard-Case Agent,0,True,0,True,0,True,1,False,0,True
41093,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41094,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41095,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41096,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41097,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41098,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41099,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41100,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41101,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
41102,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41103,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41104,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41105,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41106,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41107,1,4,0,Attack Recall Agent,1,True,1,True,1,True,1,True,1,True
41108,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41109,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41110,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41111,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41112,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41113,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41114,0,3,1,Hard-Case Agent,0,True,0,True,0,True,1,False,0,True
41115,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41116,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41117,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41118,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41119,0,3,1,Normal Behavior Agent,0,True,0,True,0,True,0,True,1,False
41120,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41121,1,2,2,Hard-Case Agent,1,True,0,False,0,False,1,True,1,True
41122,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41123,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41124,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41125,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41126,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41127,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41128,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41129,1,4,0,Attack Recall Agent,1,True,1,True,1,True,1,True,1,True
41130,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41131,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41132,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41133,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41134,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41135,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41136,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41137,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41138,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41139,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41140,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
41141,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41142,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41143,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41144,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41145,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41146,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41147,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41148,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41149,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41150,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41151,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41152,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
41153,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41154,1,2,2,Hard-Case Agent,1,True,0,False,0,False,1,True,1,True
41155,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41156,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41157,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41158,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41159,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41160,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41161,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41162,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41163,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41164,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41165,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41166,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
41167,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41168,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41169,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41170,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41171,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41172,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41173,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41174,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41175,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41176,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41177,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41178,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41179,1,2,2,Hard-Case Agent,1,True,0,False,0,False,1,True,1,True
41180,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41181,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41182,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41183,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41184,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41185,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
41186,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41187,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41188,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41189,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41190,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41191,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41192,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41193,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41194,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41195,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41196,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41197,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41198,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41199,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41200,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41201,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41202,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41203,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41204,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41205,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41206,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41207,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41208,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41209,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41210,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41211,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41212,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41213,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41214,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41215,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41216,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41217,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41218,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
41219,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41220,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
41221,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41222,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41223,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41224,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41225,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41226,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41227,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41228,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41229,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41230,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41231,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41232,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41233,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41234,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41235,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41236,1,1,3,Hard-Case Agent,1,True,0,False,0,False,0,False,1,True
41237,0,3,1,Hard-Case Agent,1,False,0,True,0,True,0,True,1,False
41238,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41239,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41240,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41241,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41242,0,3,1,Hard-Case Agent,0,True,0,True,0,True,1,False,0,True
41243,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41244,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41245,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41246,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41247,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41248,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41249,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41250,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41251,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41252,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41253,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41254,0,3,1,Hard-Case Agent,0,True,0,True,1,False,0,True,0,True
41255,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41256,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41257,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41258,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41259,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41260,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41261,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41262,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41263,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41264,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41265,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41266,1,2,2,Hard-Case Agent,1,True,0,False,1,True,0,False,1,True
41267,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41268,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41269,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41270,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41271,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41272,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41273,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41274,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41275,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41276,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41277,0,1,3,Normal Behavior Agent,0,True,1,False,1,False,0,True,1,False
41278,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41279,1,4,0,Hard-Case Agent,1,True,1,True,1,True,1,True,1,True
41280,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41281,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41282,0,2,2,Hard-Case Agent,0,True,1,False,1,False,0,True,0,True
41283,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41284,1,3,1,Hard-Case Agent,1,True,1,True,1,True,0,False,1,True
41285,0,4,0,Hard-Case Agent,0,True,0,True,0,True,0,True,0,True
41286,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41287,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
41288,0,4,0,Normal Behavior Agent,0,True,0,True,0,True,0,True,0,True
